person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Alexe Stan,alexestan,alexestan@gmail.com,1601011353515,1911-03-21,"Soseaua Popa Nr. 931, Seini, 735835",0741 317 571,d6:d4:dd:19:4c:88,175.77.11.147,RO10MOWW6702715837803557,2025-06-18 02:54:42,7158,403,231,992615,e8240287-5e6f-4918-aa0d-58080bcbe9dc
Anamaria Nistor,anamarianistor,anamarianistor@post.ro,3420812204362,1949-03-13,"Aleea Ababei, Dragu-Brad, 889787",0234 402 159,00:00:09:88:9c:4f,113.186.172.51,RO10KSIU4598532352739567,2025-06-18 02:54:42,28727,654,254,1426588,55b91ea5-386d-4161-b2bd-e69f45d9d71d
Steliana Tomescu,stelianatomescu,stelianatomescu@post.ro,8210806201328,1955-10-13,"Strada Florea, Bumbesti-Jiu, 331677",0754 485 820,92:58:80:86:e3:50,37.89.98.176,RO26NGQE5028394254229364,2025-06-18 02:54:42,31425,941,666,1352684,b7419c98-8ca3-4648-96b6-ea0b46889c5f
Ludovica Manole,ludovicamanole,ludovicamanole@email.ro,5941127139605,2011-07-06,"Aleea Dobre Nr. 501, Roman, 163001",0756 084 677,16:43:47:89:2a:8f,42.171.167.191,RO76PHVZ5366130208438356,2025-06-18 02:54:42,23938,888,170,488115,360d443f-e2b2-4c7d-a943-d88895280886
Emil Suciu,emilsuciu,emilsuciu@kappa.ro,5220501177518,2009-12-28,"Aleea Lorin Nistor Nr. 75, Moinesti, 574927",0735 920 697,96:8c:94:6e:01:8e,115.223.47.226,RO84FEVQ1579234526595321,2025-06-18 02:54:42,12897,410,137,71874,29759635-ab28-4a34-aa0c-742fef8c7c0e
Stela Ardelean,stelaardelean,stelaardelean@kappa.ro,7810607444219,2004-12-18,"Intrarea Toma Nr. 646 Bl. 71  Sc. 10 Ap. 434, Husi, 153847",0247 535 677,6a:46:f0:80:ba:3c,162.247.101.48,RO75DAQV8367938353770892,2025-06-18 02:54:42,5536,834,630,1890418,d81a9f47-ae6d-481f-9358-37bac91139bb
Monica Nistor,monicanistor,monicanistor@kappa.ro,6440504527578,1954-06-21,"Intrarea Cornelia Aanei Nr. 160 Bl. 97  Sc. 59 Ap. 537, Harlau, 385575",0748 583 605,4c:13:f3:22:be:b8,47.31.43.68,RO68LPFV9803954141945224,2025-06-18 02:54:42,12352,828,498,819177,8dadf341-6ecb-4380-a230-88c8d7d35e7a
Bernard Oprea,bernardoprea,bernardoprea@post.ro,5841012234345,2008-10-10,"Aleea Pop Nr. 54 Bl. 74  Sc. 12 Ap. 626, Ianca, 629793",0248 703 716,2c:36:55:42:c0:64,135.105.77.26,RO71MLWY7060362067624222,2025-06-18 02:54:42,29204,876,623,969417,22f00819-52eb-4cb1-a30e-7fbc73bc95f1
Dorel Stan,dorelstan,dorelstan@post.ro,1690616222435,1971-07-13,"Drumul Dobre Nr. 488 Bl. 49  Sc. 63 Ap. 848, Tufesti, 484902",0737 484 430,f4:a9:73:b8:74:96,213.180.182.74,RO97LPPC7191876980188506,2025-06-18 02:54:42,18461,31,314,186766,2f095866-b07f-42b8-b12b-ba687277079e
Ioanina Tudor,ioaninatudor,ioaninatudor@141.ro,4540704243555,1937-02-01,"Strada Ene Nr. 18 Bl. 35  Sc. 85 Ap. 826, Odorheiu Secuiesc, 282218",0764 109 273,f8:d9:10:67:25:2b,66.96.223.137,RO30KNGO7489786123527741,2025-06-18 02:54:42,34028,101,72,9705,354e4e89-6595-49a7-b1d8-2f5b45db8f95
Manuela Manole,manuelamanole,manuelamanole@post.ro,1121010365761,1957-09-30,"Soseaua Marin Nr. 264, Marghita, 766126",0237 216 526,c8:4d:2b:c0:a0:08,121.182.34.193,RO73HKJA7584352183095965,2025-06-18 02:54:42,26687,545,127,1410413,d95fef75-3444-4fef-8f00-d385851416dc
Crenguța Ardelean,crenguțaardelean,crenguțaardelean@acasa.ro,4811026206697,1958-05-25,"Soseaua Oprea Nr. 150 Bl. 54  Sc. 80 Ap. 241, Buhusi, 452585",0261 363 605,52:c6:79:0a:3e:3f,53.85.63.148,RO19OTWC7309934749218519,2025-06-18 02:54:42,959,807,693,500484,1b8d1813-e0b8-4767-b48e-66f4929fe702
Ionelia Florea,ioneliaflorea,ioneliaflorea@email.ro,5650118440189,1941-01-13,"Drumul Pușcașu Nr. 859 Bl. 53  Sc. 94 Ap. 351, Afumati, 147502",0232 949 265,c4:e6:18:37:1a:e5,90.149.145.143,RO11KFNR1421666993140123,2025-06-18 02:54:42,1821,772,472,1480614,fba7fb7e-8f9b-4ff2-a46d-6650c4f29c5e
Florea Popescu,floreapopescu,floreapopescu@email.ro,4551006345464,1935-08-15,"Intrarea Profira Dinu, Rucar, 715052",0729 712 509,5a:d4:71:0d:8c:ff,176.8.245.141,RO06LTKY3218341069454620,2025-06-18 02:54:42,31841,331,294,1695536,1b8bce34-36b5-4bd6-b814-9b2a41cad0ff
Manole Ababei,manoleababei,manoleababei@email.ro,5741226133266,1940-03-08,"Soseaua Ionescu Nr. 50 Bl. 30  Sc. 98 Ap. 225, Savinesti, 959820",0725 989 375,24:53:30:80:1b:90,4.83.43.14,RO29BMOT1901412360320380,2025-06-18 02:54:42,22349,466,631,466982,275cae89-120c-43b3-a4ee-76eb27f2f453
Tiberia Dobre,tiberiadobre,tiberiadobre@kappa.ro,7941209447858,1942-07-31,"Strada Diaconu Nr. 552, Gaesti, 864663",0728 350 218,0e:20:3b:8b:c4:fe,138.61.223.22,RO44ADND7713679345264518,2025-06-18 02:54:42,14449,931,266,1310324,166b7a85-3921-4cab-ae9e-9508833a92e2
Mirela Georgescu,mirelageorgescu,mirelageorgescu@kappa.ro,3121018342070,1966-08-18,"Intrarea Stănescu Nr. 326, Tandarei, 436074",0238 181 685,92:c2:20:be:f2:ed,95.206.164.23,RO10YJTK0379890239641614,2025-06-18 02:54:42,19450,475,99,1674416,a182b30a-4996-4b61-9154-f94e8b8b70f4
Viviana Albu,vivianaalbu,vivianaalbu@zzup.ro,5550911428221,1941-08-25,"Drumul Suciu Nr. 944 Bl. 61  Sc. 67 Ap. 146, Peretu, 665559",0264 044 314,4a:11:6d:4d:d0:42,94.19.206.255,RO57EZJN9954367357764373,2025-06-18 02:54:42,16235,618,654,313673,2f97b2f4-abb2-4fb4-8ec6-63b85de37587
Viorela Manole,viorelamanole,viorelamanole@acasa.ro,3151202214692,1937-07-26,"Aleea Stoica, Chitila, 767536",0742 418 605,60:79:ef:b2:c1:5a,7.8.49.132,RO41CXQU1234695322201745,2025-06-18 02:54:42,20037,575,564,1827067,86b19f18-908b-4559-9eae-d17b479cd698
Luiza Tudor,luizatudor,luizatudor@kappa.ro,6801111150524,1921-04-07,"Strada Anghelina Mazilescu, Lumina, 429663",0760 353 465,52:b0:cf:3a:30:6c,161.29.117.29,RO59PWAN5236665432495192,2025-06-18 02:54:42,5057,341,3,1260850,3cfc42ff-32d3-4c21-9b0c-d6a37e0b2546
Codrin Niță,codrinniță,codrinniță@141.ro,2321006236391,2025-03-20,"Bulevardul Carmen Eftimie Nr. 339, Salonta, 950836",0240 774 752,7e:48:50:c5:84:cd,214.139.82.161,RO38KVDV5620010535565037,2025-06-18 02:54:42,14665,628,642,950471,77ee5439-e593-4a32-885f-0ef099e9bcc9
Bartolomeu Stănescu,bartolomeustănescu,bartolomeustănescu@acasa.ro,3810507268130,1955-09-29,"Soseaua Ababei Nr. 23 Bl. 20  Sc. 65 Ap. 989, Dragu-Brad, 152136",0754 451 423,52:bd:8a:e7:9e:2b,33.52.206.36,RO09SPCT6527146569428206,2025-06-18 02:54:42,6167,56,57,118746,93626133-842d-4669-9587-4249b5ab93c7
Teofil Dochioiu,teofildochioiu,teofildochioiu@zzup.ro,5900221142021,2009-05-04,"Strada Sebastian Ababei Nr. 586 Bl. 91  Sc. 76 Ap. 786, Fagaras, 170520",0750 995 947,5a:2c:64:a1:d7:ba,3.134.203.177,RO23GLBR3580564013421030,2025-06-18 02:54:42,34913,652,65,1496784,409f0a94-1f1c-4bbe-b24c-2666569639ba
Andra Dochioiu,andradochioiu,andradochioiu@141.ro,4950830376242,1932-11-07,"Drumul Pop Nr. 465 Bl. 78  Sc. 36 Ap. 317, Giroc, 595632",0733 360 390,ba:39:37:4d:35:21,17.250.249.177,RO34NCQA4360259878325107,2025-06-18 02:54:42,31223,38,352,1286873,d2c7f11a-c1b7-4745-8d79-f6bac325ee5d
Florin Popa,florinpopa,florinpopa@email.ro,8550409282155,1952-09-06,"Strada Victoria Popa, Mizil, 359786",0254 587 074,ae:cc:4b:6c:c7:82,95.68.74.208,RO89AZSV0803747682471149,2025-06-18 02:54:42,27809,454,787,952100,496958dd-72e2-42fa-ad8d-74c65a55f358
Nelu Tomescu,nelutomescu,nelutomescu@acasa.ro,6630705095470,2007-01-29,"Strada Mirabela Tudor, Vlahita, 474328",0263 909 913,d6:f9:33:07:d3:44,177.53.178.11,RO08JGKC8683141987356122,2025-06-18 02:54:42,33511,597,587,33199,dc271ed1-a881-4b54-be77-15fbb355785c
Flaviu Dochioiu,flaviudochioiu,flaviudochioiu@gmail.com,1851107146803,2010-11-26,"Drumul Minodora Suciu Nr. 46 Bl. 76  Sc. 66 Ap. 467, Targu Neamt, 557581",0788 888 465,44:90:7f:c9:5c:d5,199.247.183.77,RO69NUCG3927016295429345,2025-06-18 02:54:42,13943,131,743,309048,963803f1-3d67-4388-b392-02faa67bcfbb
Anaida Oprea,anaidaoprea,anaidaoprea@email.ro,3210308056023,1946-09-28,"Aleea Dinu Nr. 32, Bosanci, 587294",0728 805 920,ec:a4:72:b8:22:c9,195.53.59.191,RO93DVST5157397285929632,2025-06-18 02:54:42,35285,724,60,1684976,1698519b-39c5-4946-b761-81ca59ccbfbc
Mihaela Nistor,mihaelanistor,mihaelanistor@zzup.ro,3181007237853,1991-09-27,"Intrarea Isabela Dinu Nr. 776 Bl. 38  Sc. 76 Ap. 516, Cumpana, 659491",0766 124 936,02:cd:1e:5d:26:0e,200.207.234.245,RO36CDID2197948521306575,2025-06-18 02:54:42,12889,203,151,1817111,9c64c608-f3f5-4669-9a84-6fb2075293e3
Otilia Stănescu,otiliastănescu,otiliastănescu@acasa.ro,3711007068322,1986-07-05,"Intrarea Ardelean, Raducaneni, 243981",0739 026 554,6a:d5:40:92:28:b4,166.250.223.130,RO65TKYQ1349216845694040,2025-06-18 02:54:42,531,821,250,939831,198242fc-7d23-407f-a420-c797348494f7
Cătălina Stancu,cătălinastancu,cătălinastancu@post.ro,4161006240906,1992-11-21,"Bulevardul Eftimie Nr. 69, Caracal, 681828",0711 712 777,48:b1:79:05:6b:61,4.71.15.200,RO13PCRP4590481590514613,2025-06-18 02:54:42,27100,166,216,704933,93b6be72-aa28-4f65-aca9-fa54043b4a5a
Cantemir Diaconu,cantemirdiaconu,cantemirdiaconu@zzup.ro,5290327222143,2008-06-21,"Soseaua Clementina Pușcașu, Bragadiru, 220060",0252 171 272,04:f0:5b:25:06:25,122.115.110.83,RO29RHKS7282211695253396,2025-06-18 02:54:42,6711,162,451,1005927,46f7fb5d-eaae-4558-9a39-80a2e9f55ca9
Simina Barbu,siminabarbu,siminabarbu@post.ro,5140411510159,1947-05-02,"Soseaua Barbu Nr. 55, Salonta, 351512",0785 140 375,30:a3:75:70:5a:ca,81.253.122.168,RO56VZST2973415607785107,2025-06-18 02:54:42,2967,708,441,1872745,017c6632-8755-41f4-9357-4d96432e60ce
Lucian Eftimie,lucianeftimie,lucianeftimie@gmail.com,5720620048242,2014-08-16,"Intrarea Stan, Comanesti, 106050",021 196 5140,6c:cb:b6:3f:a6:39,190.209.82.243,RO16JCCG5637211631190346,2025-06-18 02:54:42,5638,269,323,1122116,b698cade-d3d4-4ba3-9fe6-1ae04003eedf
Lorin Dima,lorindima,lorindima@email.ro,4780714072161,1925-09-08,"Soseaua Mocanu Nr. 441 Bl. 81  Sc. 15 Ap. 667, Targu Frumos, 483903",0257 800 403,d2:17:72:0c:ba:1d,41.125.91.224,RO43RGMC5564859160097604,2025-06-18 02:54:42,295,470,300,929700,552eabad-a83a-47bf-b78f-2510d21ddd3b
Alice Cristea,alicecristea,alicecristea@141.ro,4530804259719,1929-03-19,"Drumul Norbert Suciu Nr. 65, Cluj-Napoca, 146420",0766 012 496,3c:a5:1b:7b:eb:2a,177.90.240.62,RO13FLZT0467188710810217,2025-06-18 02:54:42,12396,443,145,305386,5a1aaa1e-ebdd-450f-bb94-4d25c4d703b0
Eusebiu Popescu,eusebiupopescu,eusebiupopescu@kappa.ro,8720816523907,1943-01-01,"Strada Albu, Otopeni, 648301",0723 261 085,8c:92:6b:f2:df:2a,214.145.227.16,RO44JQPT8405601531332777,2025-06-18 02:54:42,35132,195,211,1778316,ee234335-2660-47f9-bd06-284440d11593
Vlaicu Toma,vlaicutoma,vlaicutoma@acasa.ro,8400807298497,1974-01-30,"Bulevardul Lelia Stoica Nr. 869, Campulung, 719552",0252 904 036,6a:51:b7:17:93:b9,41.47.35.36,RO12MMIZ8793566614731246,2025-06-18 02:54:42,24614,55,35,1843513,8343e971-1a7d-4927-9fac-30b8d157211b
Marina Ioniță,marinaioniță,marinaioniță@141.ro,1150929237212,1957-12-27,"Strada Mădălin Dobre, Bals, 305304",0752 755 076,9c:e8:58:43:d8:51,167.87.241.177,RO86DHZM0492600543567779,2025-06-18 02:54:42,6686,760,10,94269,5489a089-41f7-4f30-b1d3-7bb1632f12be
Adina Tudor,adinatudor,adinatudor@kappa.ro,1480726283551,1965-10-06,"Bulevardul Florea Nr. 26 Bl. 90  Sc. 91 Ap. 144, Urziceni, 689995",0237 736 220,88:0c:3c:22:1f:6e,12.75.195.114,RO49TLQW2316876208280164,2025-06-18 02:54:42,21270,305,21,1877287,c3a77256-7ede-4ada-b9e5-c5759073f99f
Pavel Mocanu,pavelmocanu,pavelmocanu@zzup.ro,8551223241814,1985-06-24,"Strada Popa Nr. 16, Poiana Mare, 514366",0723 085 433,8a:9b:4e:ec:8b:9e,120.208.245.157,RO97NAXB5144688799370527,2025-06-18 02:54:42,29296,896,235,1812622,d3dc4ab3-c62d-4bc0-8a02-c5e049faa231
Ana Nistor,ananistor,ananistor@kappa.ro,3660531104741,1945-02-27,"Soseaua Ababei Nr. 13 Bl. 19  Sc. 99 Ap. 764, Vaslui, 631949",0256 365 834,70:41:da:fd:98:9c,118.2.71.73,RO48WINL0613119011219002,2025-06-18 02:54:42,18697,25,694,1049347,94d581ba-324e-40d8-a766-ea5a236b7211
Tiberia Stănescu,tiberiastănescu,tiberiastănescu@kappa.ro,6441017088421,1932-11-20,"Soseaua Pușcașu, Moisei, 393376",0258 343 442,d4:97:c1:1e:cf:1c,196.20.219.125,RO52PWXI5760361915812518,2025-06-18 02:54:42,30326,440,581,1451582,c9a624f4-73a7-4574-9cc4-58f44e029d93
Natașa Manole,natașamanole,natașamanole@zzup.ro,1400707138101,2007-03-13,"Intrarea Suciu Nr. 692 Bl. 91  Sc. 64 Ap. 661, Dorohoi, 508800",0749 361 419,5a:0c:d6:28:06:e8,128.243.18.141,RO94GCUY6543999555948810,2025-06-18 02:54:42,13306,531,247,296024,aad69db3-8eac-47b8-b092-174677d16765
Luana Nistor,luananistor,luananistor@post.ro,7130811204120,1919-12-13,"Intrarea Tudor Nr. 966, Bacau, 891658",0732 926 789,f2:8e:54:6f:e4:cf,137.0.180.178,RO44DLLS7972139793305891,2025-06-18 02:54:42,10239,915,483,74454,ca47ae7b-9517-4683-b7ba-b998a60c0374
Pamfil Manole,pamfilmanole,pamfilmanole@email.ro,3420629465217,1967-05-15,"Intrarea Voinea Nr. 650, Medias, 746819",0767 109 821,5c:ec:fd:90:25:71,145.180.247.170,RO31ULIW4228005275870167,2025-06-18 02:54:42,5383,644,242,367737,03f8031a-afd8-4a2f-a38c-cbaa009ddc47
Fiona Dinu,fionadinu,fionadinu@email.ro,2500711363600,1957-11-10,"Soseaua Lioara Ionescu Nr. 77 Bl. 14  Sc. 92 Ap. 826, Sadova, 396695",0264 899 307,a4:e0:1b:a3:48:12,218.125.179.134,RO85LYBN5123990972948939,2025-06-18 02:54:42,4270,718,290,323264,fbea54e3-11c5-4aac-a920-f7f453dedc20
Anișoara Preda,anișoarapreda,anișoarapreda@zzup.ro,3011210233725,1975-09-11,"Drumul Tomescu Nr. 73, Segarcea, 382141",0784 213 986,34:57:ce:58:f5:91,150.147.213.74,RO79BNBK5772495632335753,2025-06-18 02:54:42,23824,699,0,694676,8fbbe1de-85b1-4842-8225-ee89002a4572
Nicodim Dima,nicodimdima,nicodimdima@gmail.com,7570501289728,1933-03-22,"Strada Albu, Tandarei, 612543",0767 966 744,92:a3:e2:a2:84:49,105.105.141.48,RO82NZVH6634638430781435,2025-06-18 02:54:42,6632,763,46,250475,de189e73-eb2b-4de9-b4a4-a941606fedb7
Marin Stoica,marinstoica,marinstoica@kappa.ro,1140926131114,1986-02-19,"Bulevardul Jeana Diaconu, Sangeorgiu de Mures, 783533",0767 122 680,b2:05:ee:26:1e:96,83.233.18.141,RO12CMDY8936838814528136,2025-06-18 02:54:42,13136,382,366,1350841,220a366c-2473-47b9-ac57-5e15a8ea9fae
Georgel Voinea,georgelvoinea,georgelvoinea@email.ro,4480826105754,1944-05-04,"Drumul Raluca Ardelean Nr. 99, Baia Mare, 730370",0763 811 084,a2:a5:bc:6c:ad:14,107.244.114.235,RO13GKJO0809274778432694,2025-06-18 02:54:42,18288,542,683,1366496,c9cb849d-b082-4346-8a02-d15e9e30b9d4
Lucreția Marin,lucrețiamarin,lucrețiamarin@kappa.ro,6030904133601,1995-10-06,"Drumul Toma Nr. 12, Orsova, 458931",0772 605 980,54:42:3a:35:c3:fa,70.251.8.156,RO41QVZJ5308602779964559,2025-06-18 02:54:42,12363,562,171,77821,e09da833-06e1-4c72-8a2d-a72e605134ff
Miruna Preda,mirunapreda,mirunapreda@email.ro,8101029348013,1974-04-29,"Strada Dobre Nr. 604, Magurele, 170081",0257 288 560,be:81:9b:fb:4a:89,153.52.62.37,RO94OAKJ1369677160832025,2025-06-18 02:54:42,18880,390,509,1068478,5205ad9d-c5a1-470d-ae5d-1b5afbf88345
Cezara Stancu,cezarastancu,cezarastancu@email.ro,8011120112629,1947-04-08,"Drumul Gheorghiu Nr. 16, Paunesti, 792986",0735 822 654,18:ca:65:3c:8d:27,103.10.88.12,RO04IFYA7831967275237493,2025-06-18 02:54:42,19718,705,246,541273,fc632157-0bd0-4b0b-ad25-a3acaf77d2d2
Octavia Dima,octaviadima,octaviadima@post.ro,2191220124261,1947-12-01,"Intrarea Dochioiu, Babeni, 845538",0757 613 017,c8:41:67:1f:b4:4f,123.162.3.161,RO73MTUE0018016980262244,2025-06-18 02:54:42,12086,22,603,668753,cfe66630-7292-4541-867b-6add463b9e6b
Melina Tudor,melinatudor,melinatudor@kappa.ro,5440908351899,2014-11-19,"Aleea Stănescu Nr. 605, Avrig, 584894",0734 186 783,d4:c2:0e:cf:8d:d0,148.87.67.174,RO27CJVW1211264191655381,2025-06-18 02:54:42,21730,407,321,154832,d3b02d7e-320d-4ba5-8ad1-2b4a3abb61f6
Daiana Dobre,daianadobre,daianadobre@141.ro,1200906528331,1968-07-18,"Soseaua Nicolaie Diaconescu, Dragasani, 579480",0260 333 874,82:68:d8:ad:1b:fa,47.168.132.31,RO73VNUQ1597155780498978,2025-06-18 02:54:42,8727,891,754,490882,aee5c2e6-5d78-482b-9563-2f5d4dbd805b
Corvin Stoica,corvinstoica,corvinstoica@post.ro,1610212031238,1957-11-10,"Aleea Bartolomeu Popa Nr. 27 Bl. 49  Sc. 12 Ap. 486, Cugir, 519258",0248 434 585,08:5c:27:b4:44:41,199.15.125.222,RO39ZBVD7107574376868944,2025-06-18 02:54:42,28460,456,720,1504428,a0319c8d-1ab2-4a41-a4eb-62b92bdd5894
Grațiela Popa,grațielapopa,grațielapopa@email.ro,3411119110129,2017-08-24,"Drumul Diana Popa Nr. 113, Alexandria, 148531",0267 644 351,d6:65:55:a2:e5:cd,151.141.177.152,RO25PHXB5648717135968575,2025-06-18 02:54:42,17071,591,631,331704,41d264c8-03f9-41a5-bef0-afede1ab8147
Suzana Tabacu,suzanatabacu,suzanatabacu@post.ro,4000507073503,1990-03-18,"Drumul Manole, Peris, 271158",0232 033 141,a8:1f:c7:cd:d9:79,188.126.40.20,RO35HNPF3090158863382339,2025-06-18 02:54:42,4108,789,541,168990,38d48fcd-8c59-4d0f-ad63-a9e143d6a28c
Mihaela Nemeș,mihaelanemeș,mihaelanemeș@acasa.ro,4811131239884,2021-06-26,"Strada Sandu Pușcașu Nr. 44, Sebes, 127285",0248 115 823,6c:6d:0e:60:80:1d,141.97.78.84,RO05EJSY7576698642251517,2025-06-18 02:54:42,19745,329,799,814702,1d7f98eb-185e-479d-8621-94448d69b6be
Ernest Tudor,ernesttudor,ernesttudor@kappa.ro,1420121132394,1945-05-13,"Bulevardul Tomescu Nr. 901 Bl. 64  Sc. 46 Ap. 581, Bosanci, 931273",0766 557 277,c4:41:97:13:ff:2e,106.43.78.96,RO13SVAY1350140122531071,2025-06-18 02:54:42,6929,594,131,1422878,105ecb34-ceeb-4b72-8b2d-0fa6c60d9598
Marilena Mocanu,marilenamocanu,marilenamocanu@gmail.com,4210311300124,1953-09-19,"Intrarea Oprea Nr. 668, Sfantu Gheorghe, 625139",0756 008 735,2a:78:77:1f:b5:58,50.78.169.251,RO80HGUQ4403619258520012,2025-06-18 02:54:42,29620,350,412,1584610,df12b84f-69d2-4477-a7fb-ce0e3284438a
Ianis Stancu,ianisstancu,ianisstancu@kappa.ro,2860110199915,1978-07-13,"Soseaua Beatrice Diaconu Nr. 41, Blaj, 825228",021 782 4560,fa:73:ce:2e:ec:02,165.118.76.252,RO14IQAV9122768890878233,2025-06-18 02:54:42,12608,718,601,1963620,0f813824-6613-40c4-9d4c-615606d9f861
Xenia Niță,xenianiță,xenianiță@zzup.ro,6871026352407,2002-07-06,"Aleea Andra Ene Nr. 91, Brad, 310326",0752 804 793,a2:15:a5:88:28:ee,83.117.193.168,RO66OHXN5135723709693826,2025-06-18 02:54:42,22562,440,223,1473915,ec76fd83-12c4-4cc7-a98e-f50078b103e2
Giorgiana Dochioiu,giorgianadochioiu,giorgianadochioiu@kappa.ro,2081114033931,2013-03-29,"Aleea Julieta Ene, Santana, 786114",0729 902 387,1c:19:4b:8c:eb:d6,165.218.104.237,RO08VRVM9993188536367175,2025-06-18 02:54:42,4925,105,252,761012,080287ba-0cf8-4266-946b-e2ead675521d
Dorina Stoica,dorinastoica,dorinastoica@141.ro,3640830175031,1940-04-06,"Drumul Liviu Dochioiu Nr. 45 Bl. 53  Sc. 73 Ap. 138, Otelu Rosu, 200456",0736 140 592,ec:dc:a8:90:72:11,181.248.12.40,RO35WPZC1348533018605931,2025-06-18 02:54:42,31382,808,4,625170,9c11a518-9ef1-4249-82b5-fe89c1ff22d0
Narcisa Georgescu,narcisageorgescu,narcisageorgescu@kappa.ro,4351004347646,1963-11-21,"Strada Dumitrescu, Darabani, 981589",0253 004 144,40:ef:26:0d:61:3a,137.58.159.144,RO74XBSV8241062549911725,2025-06-18 02:54:42,27722,845,386,578102,486aa13d-40fd-4af0-8e9a-9027fd60ae72
Teohari Eftimie,teoharieftimie,teoharieftimie@acasa.ro,8291227023173,2009-04-18,"Bulevardul Tudor, Targu Frumos, 605705",0765 189 343,16:f2:a1:0e:4e:1e,222.158.218.222,RO55OUUP6985308043542018,2025-06-18 02:54:42,1136,459,332,223553,000395e8-5819-438c-88c2-d767af0404d8
Coralia Mazilescu,coraliamazilescu,coraliamazilescu@post.ro,8450729355108,1926-11-06,"Strada Voinea Nr. 688 Bl. 19  Sc. 17 Ap. 700, Oituz, 687080",0760 881 173,fc:cd:20:23:16:a1,222.138.137.14,RO57PSTL6823213891594021,2025-06-18 02:54:42,5517,769,73,1466626,f925f3df-1617-41c1-b280-3e0d1e614c12
Relu Popa,relupopa,relupopa@kappa.ro,8120906368801,2016-09-14,"Intrarea Felix Mazilescu, Urziceni, 229716",0245 773 520,92:3d:47:57:f7:64,162.135.101.36,RO37BELB6306418115030764,2025-06-18 02:54:42,18295,238,321,1101130,7d834e84-aa44-4e50-89f3-63bc546e4aa9
Narcisa Aanei,narcisaaanei,narcisaaanei@email.ro,4880310137325,1971-02-20,"Strada Nistor, Fundeni, 431020",0731 203 455,7a:b0:9f:ed:2b:18,5.167.247.162,RO49ZZKN2275682383118911,2025-06-18 02:54:42,32229,120,103,919525,4dd81df3-d0eb-422e-be67-7d9394a933ae
Tatiana Nemeș,tatiananemeș,tatiananemeș@141.ro,7820206069629,1922-08-10,"Soseaua Stoica Nr. 24 Bl. 35  Sc. 53 Ap. 627, Ploiesti, 568296",021 001 2533,74:00:2c:03:72:39,55.132.226.46,RO16KTSX9428172954761098,2025-06-18 02:54:42,5477,534,461,1252852,61409cf3-fbb8-4837-b800-a3cfb32b7bfb
Mircea Dima,mirceadima,mirceadima@zzup.ro,5941130412421,1924-12-07,"Aleea Alin Toma, Sfantu Gheorghe, 483459",0746 690 278,48:bd:75:bd:39:64,86.135.113.237,RO83FXXV6394170047247737,2025-06-18 02:54:42,11911,565,595,1888385,b851def4-0cb0-46c6-a544-ddd016d27fd0
Ștefana Stan,ștefanastan,ștefanastan@gmail.com,4871124207485,1912-03-16,"Drumul Ababei, Bocsa, 251933",0743 930 508,86:a2:dc:7b:ed:30,11.19.241.100,RO24TOFS3033702606482569,2025-06-18 02:54:42,16637,167,729,1610634,3e9ee4af-e472-46fe-8c95-0e59b9922f9e
Petruța Florea,petruțaflorea,petruțaflorea@kappa.ro,7020624222721,1965-04-24,"Soseaua Diaconescu Nr. 534, Sancraiu de Mures, 426598",0725 067 287,aa:3c:ef:f2:c7:3c,139.50.20.19,RO80PKDK7151271764910631,2025-06-18 02:54:42,24910,411,426,1051841,14797cdb-57aa-4a7a-b433-232e9b14c5d0
Traian Albu,traianalbu,traianalbu@gmail.com,2690212447805,2008-11-20,"Drumul Pop Nr. 47, Husi, 335013",0734 332 258,72:ca:d0:3a:5d:5e,95.104.249.173,RO20HTEF1166503406500038,2025-06-18 02:54:42,17379,766,649,1883251,2d9053c8-6f91-48ff-b7d2-3116fe20d4aa
Anuța Mazilescu,anuțamazilescu,anuțamazilescu@acasa.ro,2370717230140,1923-11-20,"Strada Eftimie Nr. 77 Bl. 67  Sc. 73 Ap. 684, Voluntari, 752271",0738 693 088,76:a0:05:03:4d:69,130.32.119.167,RO07ETZU7641237453582668,2025-06-18 02:54:42,13373,28,411,1005560,4621fa28-654c-4ea4-a636-809f81439ed2
Zaraza Diaconu,zarazadiaconu,zarazadiaconu@kappa.ro,4521231140293,1912-10-03,"Aleea Giorgian Dochioiu, Negresti-Oas, 403741",0736 335 688,6a:55:b3:d3:6a:dc,182.69.4.52,RO94HBZW1550562765167244,2025-06-18 02:54:42,12571,395,669,1123123,3464ea4b-431d-418a-8bb8-412e15b6c80f
Daniel Niță,danielniță,danielniță@acasa.ro,2940728050674,1922-06-05,"Strada Celia Stan Nr. 688, Cornetu, 215777",0763 691 509,86:32:1a:a4:ff:fd,48.243.176.222,RO17UUDZ1285059287996872,2025-06-18 02:54:42,1697,893,786,1019151,87d9256d-54c4-428f-9d3a-02f5df1a06ac
Sandu Nistor,sandunistor,sandunistor@post.ro,4090413228753,1998-12-08,"Intrarea Dima Nr. 902 Bl. 19  Sc. 58 Ap. 240, Miercurea-Ciuc, 767379",0750 093 328,80:cc:a0:3d:10:5e,220.86.39.91,RO89ZGJA0803302802054351,2025-06-18 02:54:42,9216,732,370,1555331,b8a16c15-1956-4f1b-9b8c-0a5f3f1993ba
